Vessel name,From,To,Loading condition,hours since last position [h],longitude,latitude
M/S Green (13),DEHAM,USMSY,Ballast,1,-29.40951297,37.39366199
M/S Green (13),DEHAM,USMSY,Ballast,1,-29.60422407,37.32954464
M/S Green (13),DEHAM,USMSY,Ballast,1,-29.77405333,37.260255
M/S Green (13),DEHAM,USMSY,Ballast,1,-29.95114561,37.18368928
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.12881439,37.11357997
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.30234962,37.0214236
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.46652921,36.94225229
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.60714719,36.85247158
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.75427599,36.77087074
M/S Green (13),DEHAM,USMSY,Ballast,1,-30.91700437,36.69355799
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.06543951,36.62301551
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.21438641,36.55015338
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.34391466,36.48141034
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.4719054,36.40657905
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.5939662,36.32975855
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.7064747,36.25328749
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.8185477,36.17275928
M/S Green (13),DEHAM,USMSY,Ballast,1,-31.93886013,36.10048347
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.0618248,36.03976816
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.18514911,35.98046459
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.32260819,35.91475656
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.461551,35.85332454
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.60392427,35.80745063
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.75293904,35.7612853
M/S Green (13),DEHAM,USMSY,Ballast,1,-32.91182376,35.71579386
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.0742783,35.67364804
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.25290246,35.6312397
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.42683244,35.58889774
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.60941742,35.54423609
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.80462797,35.49694578
M/S Green (13),DEHAM,USMSY,Ballast,1,-33.99875183,35.45787931
M/S Green (13),DEHAM,USMSY,Ballast,1,-34.19658115,35.41978745
M/S Green (13),DEHAM,USMSY,Ballast,1,-34.3926842,35.38418272
M/S Green (13),DEHAM,USMSY,Ballast,1,-34.59827111,35.34791012
M/S Green (13),DEHAM,USMSY,Ballast,1,-34.79490099,35.31422526
M/S Green (13),DEHAM,USMSY,Ballast,1,-35.00068079,35.27576452
M/S Green (13),DEHAM,USMSY,Ballast,1,-35.22375129,35.22780109
M/S Green (13),DEHAM,USMSY,Ballast,1,-35.43341445,35.1839828
M/S Green (13),DEHAM,USMSY,Ballast,1,-35.65250333,35.14095667
M/S Green (13),DEHAM,USMSY,Ballast,1,-35.85328533,35.10388202
M/S Green (13),DEHAM,USMSY,Ballast,1,-36.07889247,35.06765867
M/S Green (13),DEHAM,USMSY,Ballast,1,-36.30060021,35.03412352
M/S Green (13),DEHAM,USMSY,Ballast,1,-36.51830451,35.0019484
M/S Green (13),DEHAM,USMSY,Ballast,1,-36.73557058,34.97417055
M/S Green (13),DEHAM,USMSY,Ballast,1,-36.96131301,34.94642951
M/S Green (13),DEHAM,USMSY,Ballast,1,-37.18550356,34.91959299
M/S Green (13),DEHAM,USMSY,Ballast,1,-37.41792784,34.89257488
M/S Green (13),DEHAM,USMSY,Ballast,1,-37.64768886,34.86321453
M/S Green (13),DEHAM,USMSY,Ballast,1,-37.8712591,34.84786015
M/S Green (13),DEHAM,USMSY,Ballast,1,-38.06298019,34.86190974
M/S Green (13),DEHAM,USMSY,Ballast,1,-38.24631167,34.87331167
M/S Green (13),DEHAM,USMSY,Ballast,1,-38.45657728,34.82861629
M/S Green (13),DEHAM,USMSY,Ballast,1,-38.66566888,34.76184897
M/S Green (13),DEHAM,USMSY,Ballast,1,-38.89269657,34.69915867
M/S Green (13),DEHAM,USMSY,Ballast,1,-39.11347015,34.65125097
M/S Green (13),DEHAM,USMSY,Ballast,1,-39.33023685,34.60739581
M/S Green (13),DEHAM,USMSY,Ballast,1,-39.54256906,34.55391988
M/S Green (13),DEHAM,USMSY,Ballast,1,-39.76790157,34.49932508
M/S Green (13),DEHAM,USMSY,Ballast,1,-39.98384272,34.44889722
M/S Green (13),DEHAM,USMSY,Ballast,1,-40.20942667,34.39988833
M/S Green (13),DEHAM,USMSY,Ballast,1,-40.43064514,34.35453596
M/S Green (13),DEHAM,USMSY,Ballast,1,-40.66432047,34.30332074
M/S Green (13),DEHAM,USMSY,Ballast,1,-40.87964158,34.25599016
M/S Green (13),DEHAM,USMSY,Ballast,1,-41.09093521,34.21314186
M/S Green (13),DEHAM,USMSY,Ballast,1,-41.32154246,34.15839822
M/S Green (13),DEHAM,USMSY,Ballast,1,-41.55403333,34.09610167
M/S Green (13),DEHAM,USMSY,Ballast,1,-41.78515662,34.04529808
M/S Green (13),DEHAM,USMSY,Ballast,1,-42.00242392,33.99930093
M/S Green (13),DEHAM,USMSY,Ballast,1,-42.22999167,33.951925
M/S Green (13),DEHAM,USMSY,Ballast,1,-42.45885416,33.90081678
M/S Green (13),DEHAM,USMSY,Ballast,1,-42.68058791,33.85496796
M/S Green (13),DEHAM,USMSY,Ballast,1,-42.90315906,33.80693554
M/S Green (13),DEHAM,USMSY,Ballast,1,-43.12615202,33.75541154
M/S Green (13),DEHAM,USMSY,Ballast,1,-43.3410833,33.70229866
M/S Green (13),DEHAM,USMSY,Ballast,1,-43.54626635,33.65791126
M/S Green (13),DEHAM,USMSY,Ballast,1,-43.75537081,33.6130126
M/S Green (13),DEHAM,USMSY,Ballast,1,-43.97357525,33.56228817
M/S Green (13),DEHAM,USMSY,Ballast,1,-44.19521548,33.51109172
M/S Green (13),DEHAM,USMSY,Ballast,1,-44.42050836,33.4586778
M/S Green (13),DEHAM,USMSY,Ballast,1,-44.66113883,33.4089976
M/S Green (13),DEHAM,USMSY,Ballast,1,-44.87748,33.36168333
M/S Green (13),DEHAM,USMSY,Ballast,1,-45.08663237,33.30786404
M/S Green (13),DEHAM,USMSY,Ballast,1,-45.28556158,33.26202712
M/S Green (13),DEHAM,USMSY,Ballast,1,-45.486855,33.21966
M/S Green (13),DEHAM,USMSY,Ballast,1,-45.69934391,33.1692364
M/S Green (13),DEHAM,USMSY,Ballast,1,-45.90735976,33.12803211
M/S Green (13),DEHAM,USMSY,Ballast,1,-46.10625797,33.08675294
M/S Green (13),DEHAM,USMSY,Ballast,1,-46.32530402,33.03726112
M/S Green (13),DEHAM,USMSY,Ballast,1,-46.52252114,32.98233773
M/S Green (13),DEHAM,USMSY,Ballast,1,-46.71313816,32.93641782
M/S Green (13),DEHAM,USMSY,Ballast,1,-46.9153011,32.88723334
M/S Green (13),DEHAM,USMSY,Ballast,1,-47.12237553,32.84490164
M/S Green (13),DEHAM,USMSY,Ballast,1,-47.32644359,32.79664836
M/S Green (13),DEHAM,USMSY,Ballast,1,-47.52190762,32.75204281
M/S Green (13),DEHAM,USMSY,Ballast,1,-47.72996871,32.70406356
M/S Green (13),DEHAM,USMSY,Ballast,1,-47.93279581,32.65987324
M/S Green (13),DEHAM,USMSY,Ballast,1,-48.12199147,32.61374561
M/S Green (13),DEHAM,USMSY,Ballast,1,-48.32869668,32.56402862
M/S Green (13),DEHAM,USMSY,Ballast,1,-48.5223643,32.52865541
M/S Green (13),DEHAM,USMSY,Ballast,1,-48.73253478,32.47899213
M/S Green (13),DEHAM,USMSY,Ballast,1,-48.92995863,32.42689323
M/S Green (13),DEHAM,USMSY,Ballast,1,-49.13612,32.38151333
M/S Green (13),DEHAM,USMSY,Ballast,1,-49.36055557,32.33308156
M/S Green (13),DEHAM,USMSY,Ballast,1,-49.58475011,32.28425291
M/S Green (13),DEHAM,USMSY,Ballast,1,-49.79501366,32.23671932
M/S Green (13),DEHAM,USMSY,Ballast,1,-50.00720446,32.18890979
M/S Green (13),DEHAM,USMSY,Ballast,1,-50.21385193,32.13099498
M/S Green (13),DEHAM,USMSY,Ballast,1,-50.4311598,32.08388696
M/S Green (13),DEHAM,USMSY,Ballast,1,-50.64445367,32.03687973
M/S Green (13),DEHAM,USMSY,Ballast,1,-50.86632271,31.98646231
M/S Green (13),DEHAM,USMSY,Ballast,1,-51.08615822,31.93662772
M/S Green (13),DEHAM,USMSY,Ballast,1,-51.30813108,31.88147886
M/S Green (13),DEHAM,USMSY,Ballast,1,-51.51238816,31.83378635
M/S Green (13),DEHAM,USMSY,Ballast,1,-51.73043333,31.79020667
M/S Green (13),DEHAM,USMSY,Ballast,1,-51.93972708,31.73801607
M/S Green (13),DEHAM,USMSY,Ballast,1,-52.15628901,31.68252521
M/S Green (13),DEHAM,USMSY,Ballast,1,-52.37304314,31.63827642
M/S Green (13),DEHAM,USMSY,Ballast,1,-52.59194026,31.58873518
M/S Green (13),DEHAM,USMSY,Ballast,1,-52.80452772,31.53367009
M/S Green (13),DEHAM,USMSY,Ballast,1,-53.02160052,31.48469411
M/S Green (13),DEHAM,USMSY,Ballast,1,-53.25781239,31.43178923
M/S Green (13),DEHAM,USMSY,Ballast,1,-53.48592366,31.38079764
M/S Green (13),DEHAM,USMSY,Ballast,1,-53.703065,31.33286833
M/S Green (13),DEHAM,USMSY,Ballast,1,-53.93805549,31.28510155
M/S Green (13),DEHAM,USMSY,Ballast,1,-54.16361999,31.23098316
M/S Green (13),DEHAM,USMSY,Ballast,1,-54.38803777,31.17410719
M/S Green (13),DEHAM,USMSY,Ballast,1,-54.61487933,31.11606981
M/S Green (13),DEHAM,USMSY,Ballast,1,-54.83725719,31.06879557
M/S Green (13),DEHAM,USMSY,Ballast,1,-55.06760833,31.01832
M/S Green (13),DEHAM,USMSY,Ballast,1,-55.30277189,30.96117553
M/S Green (13),DEHAM,USMSY,Ballast,1,-55.53963033,30.91003136
M/S Green (13),DEHAM,USMSY,Ballast,1,-55.77113843,30.85664808
M/S Green (13),DEHAM,USMSY,Ballast,1,-56.02212269,30.79429549
M/S Green (13),DEHAM,USMSY,Ballast,1,-56.23294276,30.73858055
M/S Green (13),DEHAM,USMSY,Ballast,1,-56.46592145,30.68677703
M/S Green (13),DEHAM,USMSY,Ballast,1,-56.69452149,30.63721279
M/S Green (13),DEHAM,USMSY,Ballast,1,-56.92737718,30.58701036
M/S Green (13),DEHAM,USMSY,Ballast,1,-57.16612712,30.52664889
M/S Green (13),DEHAM,USMSY,Ballast,1,-57.39610079,30.46617119
M/S Green (13),DEHAM,USMSY,Ballast,1,-57.62196515,30.41734192
M/S Green (13),DEHAM,USMSY,Ballast,1,-57.85846833,30.366815
M/S Green (13),DEHAM,USMSY,Ballast,1,-58.07998255,30.31712245
M/S Green (13),DEHAM,USMSY,Ballast,1,-58.31149505,30.2635373
M/S Green (13),DEHAM,USMSY,Ballast,1,-58.54636167,30.204525
M/S Green (13),DEHAM,USMSY,Ballast,1,-58.78868911,30.14238795
M/S Green (13),DEHAM,USMSY,Ballast,1,-59.02839151,30.08497292
M/S Green (13),DEHAM,USMSY,Ballast,1,-59.27370167,30.03107833
M/S Green (13),DEHAM,USMSY,Ballast,1,-59.51688806,29.9774847
M/S Green (13),DEHAM,USMSY,Ballast,1,-59.74875471,29.9240968
M/S Green (13),DEHAM,USMSY,Ballast,1,-59.98982009,29.85675089
M/S Green (13),DEHAM,USMSY,Ballast,1,-60.23384814,29.79788262
M/S Green (13),DEHAM,USMSY,Ballast,1,-60.47443734,29.7466768
M/S Green (13),DEHAM,USMSY,Ballast,1,-60.73339631,29.69372279
M/S Green (13),DEHAM,USMSY,Ballast,1,-60.98150537,29.63130936
M/S Green (13),DEHAM,USMSY,Ballast,1,-61.21005007,29.56926811
M/S Green (13),DEHAM,USMSY,Ballast,1,-61.45337667,29.51038333
M/S Green (13),DEHAM,USMSY,Ballast,1,-61.69873446,29.46398095
M/S Green (13),DEHAM,USMSY,Ballast,1,-61.94355484,29.41170667
M/S Green (13),DEHAM,USMSY,Ballast,1,-62.18630605,29.35128808
M/S Green (13),DEHAM,USMSY,Ballast,1,-62.42212655,29.28913376
M/S Green (13),DEHAM,USMSY,Ballast,1,-62.65512883,29.22773538
M/S Green (13),DEHAM,USMSY,Ballast,1,-62.88472167,29.17584667
M/S Green (13),DEHAM,USMSY,Ballast,1,-63.12664817,29.12508043
M/S Green (13),DEHAM,USMSY,Ballast,1,-63.37261368,29.07350816
M/S Green (13),DEHAM,USMSY,Ballast,1,-63.60645221,29.0096737
M/S Green (13),DEHAM,USMSY,Ballast,1,-63.84136669,28.95435274
M/S Green (13),DEHAM,USMSY,Ballast,1,-64.09282329,28.89696352
M/S Green (13),DEHAM,USMSY,Ballast,1,-64.33153624,28.83708907
M/S Green (13),DEHAM,USMSY,Ballast,1,-64.55827856,28.77644942
M/S Green (13),DEHAM,USMSY,Ballast,1,-64.80537333,28.71701139
M/S Green (13),DEHAM,USMSY,Ballast,1,-65.06668424,28.66490696
M/S Green (13),DEHAM,USMSY,Ballast,1,-65.32507952,28.60708756
M/S Green (13),DEHAM,USMSY,Ballast,1,-65.57408492,28.54285515
M/S Green (13),DEHAM,USMSY,Ballast,1,-65.81147133,28.4803044
M/S Green (13),DEHAM,USMSY,Ballast,1,-66.04850549,28.42220823
M/S Green (13),DEHAM,USMSY,Ballast,1,-66.2869218,28.369906
M/S Green (13),DEHAM,USMSY,Ballast,1,-66.5299956,28.31583134
M/S Green (13),DEHAM,USMSY,Ballast,1,-66.76481901,28.26031623
M/S Green (13),DEHAM,USMSY,Ballast,1,-66.98391383,28.20713696
M/S Green (13),DEHAM,USMSY,Ballast,1,-67.21199256,28.14985606
M/S Green (13),DEHAM,USMSY,Ballast,1,-67.43986408,28.09037986
M/S Green (13),DEHAM,USMSY,Ballast,1,-67.66603007,28.03362295
M/S Green (13),DEHAM,USMSY,Ballast,1,-67.90384054,27.98094761
M/S Green (13),DEHAM,USMSY,Ballast,1,-68.13231926,27.93089965
M/S Green (13),DEHAM,USMSY,Ballast,1,-68.3624049,27.87249375
M/S Green (13),DEHAM,USMSY,Ballast,1,-68.61090333,27.81291833
M/S Green (13),DEHAM,USMSY,Ballast,1,-68.83952382,27.7604859
M/S Green (13),DEHAM,USMSY,Ballast,1,-69.07938948,27.70624546
M/S Green (13),DEHAM,USMSY,Ballast,1,-69.30587354,27.6549913
M/S Green (13),DEHAM,USMSY,Ballast,1,-69.54293183,27.59889305
M/S Green (13),DEHAM,USMSY,Ballast,1,-69.76068226,27.54288025
M/S Green (13),DEHAM,USMSY,Ballast,1,-69.97874866,27.4865026
M/S Green (13),DEHAM,USMSY,Ballast,1,-70.20516834,27.42821892
M/S Green (13),DEHAM,USMSY,Ballast,1,-70.43308296,27.37483545
M/S Green (13),DEHAM,USMSY,Ballast,1,-70.6762693,27.32354489
M/S Green (13),DEHAM,USMSY,Ballast,1,-70.89041582,27.26855313
M/S Green (13),DEHAM,USMSY,Ballast,1,-71.12732375,27.21570155
M/S Green (13),DEHAM,USMSY,Ballast,1,-71.35748239,27.18509171
M/S Green (13),DEHAM,USMSY,Ballast,1,-71.58970786,27.13314478
M/S Green (13),DEHAM,USMSY,Ballast,1,-71.8202525,27.07162303
M/S Green (13),DEHAM,USMSY,Ballast,1,-72.04132885,27.00896294
M/S Green (13),DEHAM,USMSY,Ballast,1,-72.26164829,26.94740338
M/S Green (13),DEHAM,USMSY,Ballast,1,-72.48172652,26.88550196
M/S Green (13),DEHAM,USMSY,Ballast,1,-72.70591066,26.82547004
M/S Green (13),DEHAM,USMSY,Ballast,1,-72.93130656,26.76581964
M/S Green (13),DEHAM,USMSY,Ballast,1,-73.15902539,26.70654542
M/S Green (13),DEHAM,USMSY,Ballast,1,-73.39438254,26.64913197
M/S Green (13),DEHAM,USMSY,Ballast,1,-73.62622358,26.59489136
M/S Green (13),DEHAM,USMSY,Ballast,1,-73.86991801,26.54636153
M/S Green (13),DEHAM,USMSY,Ballast,1,-74.10331,26.49658833
M/S Green (13),DEHAM,USMSY,Ballast,1,-74.33516602,26.43950418
M/S Green (13),DEHAM,USMSY,Ballast,1,-74.56679167,26.38204634
M/S Green (13),DEHAM,USMSY,Ballast,1,-74.79818627,26.32421612
M/S Green (13),DEHAM,USMSY,Ballast,1,-75.02934913,26.26601484
M/S Green (13),DEHAM,USMSY,Ballast,1,-75.26027961,26.20744381
M/S Green (13),DEHAM,USMSY,Ballast,1,-75.49097708,26.14850437
M/S Green (13),DEHAM,USMSY,Ballast,1,-75.72144093,26.08919783
M/S Green (13),DEHAM,USMSY,Ballast,1,-75.9469878,26.03469509
M/S Green (13),DEHAM,USMSY,Ballast,1,-76.175,25.985
M/S Green (13),DEHAM,USMSY,Ballast,1,-76.41522938,25.96771946
M/S Green (13),DEHAM,USMSY,Ballast,1,-76.65296973,25.97975511
M/S Green (13),DEHAM,USMSY,Ballast,1,-76.89075797,25.99140222
M/S Green (13),DEHAM,USMSY,Ballast,1,-77.12859256,26.00266051
M/S Green (13),DEHAM,USMSY,Ballast,1,-77.36647196,26.01352973
M/S Green (13),DEHAM,USMSY,Ballast,1,-77.60439462,26.0240096
M/S Green (13),DEHAM,USMSY,Ballast,1,-77.84235899,26.03409987
M/S Green (13),DEHAM,USMSY,Ballast,1,-78.07776487,26.06113227
M/S Green (13),DEHAM,USMSY,Ballast,1,-78.30411409,26.14969716
M/S Green (13),DEHAM,USMSY,Ballast,1,-78.53080644,26.23790775
M/S Green (13),DEHAM,USMSY,Ballast,1,-78.77955955,26.32545635
M/S Green (13),DEHAM,USMSY,Ballast,1,-79,26.295
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.20911074,26.21750082
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.39611123,26.13722223
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.43863073,25.94700239
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.47722791,25.75755612
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.49974971,25.56309185
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.54199206,25.38723765
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.59686795,25.19391514
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.65156991,25.00057246
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.70609996,24.80720983
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.76046015,24.6138275
M/S Green (13),DEHAM,USMSY,Ballast,1,-79.92240065,24.48462849
M/S Green (13),DEHAM,USMSY,Ballast,1,-80.11075321,24.36447801
M/S Green (13),DEHAM,USMSY,Ballast,1,-80.29874801,24.24409529
M/S Green (13),DEHAM,USMSY,Ballast,1,-80.47660882,24.13959218
M/S Green (13),DEHAM,USMSY,Ballast,1,-80.66417686,24.08639371
M/S Green (13),DEHAM,USMSY,Ballast,1,-80.85468049,24.04042042
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.04504746,23.99421165
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.23527745,23.94776807
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.42537018,23.90109037
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.61532535,23.85417922
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.80514269,23.80703531
M/S Green (13),DEHAM,USMSY,Ballast,1,-81.99482193,23.75965932
M/S Green (13),DEHAM,USMSY,Ballast,1,-82.18436279,23.71205196
M/S Green (13),DEHAM,USMSY,Ballast,1,-82.38261668,23.68732643
M/S Green (13),DEHAM,USMSY,Ballast,1,-82.59086864,23.68852942
M/S Green (13),DEHAM,USMSY,Ballast,1,-82.79912398,23.68945391
M/S Green (13),DEHAM,USMSY,Ballast,1,-83.00994757,23.68944112
M/S Green (13),DEHAM,USMSY,Ballast,1,-83.23188391,23.6862726
M/S Green (13),DEHAM,USMSY,Ballast,1,-83.44664594,23.70649506
M/S Green (13),DEHAM,USMSY,Ballast,1,-83.65105591,23.76108393
M/S Green (13),DEHAM,USMSY,Ballast,1,-83.855637,23.81540364
M/S Green (13),DEHAM,USMSY,Ballast,1,-84.06038895,23.86945328
M/S Green (13),DEHAM,USMSY,Ballast,1,-84.26531149,23.92323193
M/S Green (13),DEHAM,USMSY,Ballast,1,-84.47040431,23.97673869
M/S Green (13),DEHAM,USMSY,Ballast,1,-84.67433166,24.03589053
M/S Green (13),DEHAM,USMSY,Ballast,1,-84.86328682,24.12836923
M/S Green (13),DEHAM,USMSY,Ballast,1,-85.06475807,24.23615388
M/S Green (13),DEHAM,USMSY,Ballast,1,-85.24770423,24.33449972
M/S Green (13),DEHAM,USMSY,Ballast,1,-85.43093433,24.4326259
M/S Green (13),DEHAM,USMSY,Ballast,1,-85.62522748,24.53644084
M/S Green (13),DEHAM,USMSY,Ballast,1,-85.82233349,24.64136696
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.00468049,24.75077448
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.18231611,24.86154635
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.36027,24.97210777
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.5385437,25.08245727
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.7171388,25.19259342
M/S Green (13),DEHAM,USMSY,Ballast,1,-86.89605686,25.30251476
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.07164595,25.41885529
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.23163974,25.56655035
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.30756729,25.62526007
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.50378341,25.78334512
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.66298552,25.96607642
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.79586195,26.174164
M/S Green (13),DEHAM,USMSY,Ballast,1,-87.90920706,26.36122959
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.01362057,26.53121406
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.11834378,26.70112225
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.22337979,26.87095338
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.3287317,27.04070664
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.43440266,27.21038123
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.54039583,27.37997632
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.6467144,27.54949109
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.73174813,27.70200895
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.80220576,27.84290793
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.87284664,27.98377104
M/S Green (13),DEHAM,USMSY,Ballast,1,-88.9436723,28.12459796
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.01468427,28.26538839
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.0858841,28.40614202
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.15727336,28.54685852
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.22885362,28.68753759
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.30062645,28.82817889
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91124183
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91019608
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.9109127
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34335159,28.91166349
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34349762,28.9116381
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91023895
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91062127
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91100358
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.9113859
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91176822
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91215054
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91253286
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91291517
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91329749
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91333333
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91333333
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34375911,28.91317467
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34432682,28.91296311
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34489452,28.91275156
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34494667,28.91275821
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34496444,28.9127794
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34498222,28.9128006
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.345,28.91282179
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34490444,28.91276333
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34333333,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34446955,28.91237379
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34399194,28.91185306
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34313917,28.9116137
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.342613,28.91159233
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34347389,28.91157944
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.344385,28.91209706
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34416333,28.91213222
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34350333,28.91178333
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34470183,28.91251452
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34469833,28.912455
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34478189,28.91263278
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.345,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34496914,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34480453,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34463992,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34447531,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.3443107,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34414609,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34398148,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34381687,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34365226,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34348765,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34340465,28.91170431
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34454576,28.91230653
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.345,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.345,28.91166667
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.3451038,28.91214985
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34523667,28.91276833
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.34527074,28.91273574
M/S Green (13),DEHAM,USMSY,Ballast,1,-89.3452062,28.91264007
